head,head_type,relation,tail,tail_type,movie_id
Iron Man 3,电影,主演,Robert Downey Jr.,演员,68721
Iron Man 3,电影,主演,Gwyneth Paltrow,演员,68721
Iron Man 3,电影,主演,Don Cheadle,演员,68721
Iron Man 3,电影,主演,Guy Pearce,演员,68721
Iron Man 3,电影,主演,Rebecca Hall,演员,68721
Iron Man 3,电影,属于类型,Action,类型,68721
Iron Man 3,电影,属于类型,Adventure,类型,68721
Iron Man 3,电影,属于类型,Science Fiction,类型,68721
Iron Man 3,电影,描述关键词,Tony,关键词,68721
Iron Man 3,电影,描述关键词,Stark,关键词,68721
Iron Man 3,电影,描述关键词,Mandarin,关键词,68721
Alice in Wonderland,电影,执导,Tim Burton,导演,12155
Alice in Wonderland,电影,上映年份,2010年,年份,12155
Alice in Wonderland,电影,制片国家,United States of America,国家,12155
Alice in Wonderland,电影,评分,6.4分,评分值,12155
Alice in Wonderland,电影,主演,Mia Wasikowska,演员,12155
Alice in Wonderland,电影,主演,Johnny Depp,演员,12155
Alice in Wonderland,电影,主演,Anne Hathaway,演员,12155
Alice in Wonderland,电影,主演,Helena Bonham Carter,演员,12155
Alice in Wonderland,电影,主演,Crispin Glover,演员,12155
Alice in Wonderland,电影,属于类型,Family,类型,12155
Alice in Wonderland,电影,属于类型,Fantasy,类型,12155
Alice in Wonderland,电影,属于类型,Adventure,类型,12155
Alice in Wonderland,电影,描述关键词,Alice,关键词,12155
Alice in Wonderland,电影,描述关键词,English,关键词,12155
Alice in Wonderland,电影,描述关键词,Arriving,关键词,12155
X-Men: The Last Stand,电影,执导,Brett Ratner,导演,36668
X-Men: The Last Stand,电影,上映年份,2006年,年份,36668
X-Men: The Last Stand,电影,制片国家,Canada,国家,36668
X-Men: The Last Stand,电影,评分,6.3分,评分值,36668
X-Men: The Last Stand,电影,主演,Hugh Jackman,演员,36668
X-Men: The Last Stand,电影,主演,Halle Berry,演员,36668
X-Men: The Last Stand,电影,主演,Ian McKellen,演员,36668
X-Men: The Last Stand,电影,主演,Patrick Stewart,演员,36668
X-Men: The Last Stand,电影,主演,Famke Janssen,演员,36668
X-Men: The Last Stand,电影,属于类型,Adventure,类型,36668
X-Men: The Last Stand,电影,属于类型,Action,类型,36668
X-Men: The Last Stand,电影,属于类型,Science Fiction,类型,36668
X-Men: The Last Stand,电影,属于类型,Thriller,类型,36668
X-Men: The Last Stand,电影,描述关键词,Men,关键词,36668
X-Men: The Last Stand,电影,描述关键词,Brotherhood,关键词,36668
X-Men: The Last Stand,电影,描述关键词,Xavier,关键词,36668
Monsters University,电影,执导,Dan Scanlon,导演,62211
Monsters University,电影,上映年份,2013年,年份,62211
Monsters University,电影,制片国家,United States of America,国家,62211
Monsters University,电影,评分,7.0分,评分值,62211
Monsters University,电影,主演,Billy Crystal,演员,62211
Monsters University,电影,主演,John Goodman,演员,62211
Monsters University,电影,主演,Steve Buscemi,演员,62211
Monsters University,电影,主演,Helen Mirren,演员,62211
Monsters University,电影,主演,Noah Johnston,演员,62211
Monsters University,电影,属于类型,Animation,类型,62211
Monsters University,电影,属于类型,Family,类型,62211
Monsters University,电影,描述关键词,Mike,关键词,62211
Monsters University,电影,描述关键词,Sulley,关键词,62211
Monsters University,电影,描述关键词,Monsters,关键词,62211
Transformers: Revenge of the Fallen,电影,执导,Michael Bay,导演,8373
Transformers: Revenge of the Fallen,电影,上映年份,2009年,年份,8373
Transformers: Revenge of the Fallen,电影,制片国家,United States of America,国家,8373
Transformers: Revenge of the Fallen,电影,评分,6.0分,评分值,8373
Transformers: Revenge of the Fallen,电影,主演,Shia LaBeouf,演员,8373
Transformers: Revenge of the Fallen,电影,主演,Megan Fox,演员,8373
Transformers: Revenge of the Fallen,电影,主演,Josh Duhamel,演员,8373
Transformers: Revenge of the Fallen,电影,主演,Rainn Wilson,演员,8373
Transformers: Revenge of the Fallen,电影,主演,Tyrese Gibson,演员,8373
Transformers: Revenge of the Fallen,电影,属于类型,Science Fiction,类型,8373
Transformers: Revenge of the Fallen,电影,属于类型,Action,类型,8373
Transformers: Revenge of the Fallen,电影,属于类型,Adventure,类型,8373
Transformers: Revenge of the Fallen,电影,描述关键词,Sam,关键词,8373
Transformers: Revenge of the Fallen,电影,描述关键词,Witwicky,关键词,8373
Transformers: Revenge of the Fallen,电影,描述关键词,Autobots,关键词,8373
Transformers: Age of Extinction,电影,执导,Michael Bay,导演,91314
Transformers: Age of Extinction,电影,上映年份,2014年,年份,91314
Transformers: Age of Extinction,电影,制片国家,United States of America,国家,91314
Transformers: Age of Extinction,电影,评分,5.8分,评分值,91314
Transformers: Age of Extinction,电影,主演,Mark Wahlberg,演员,91314
Transformers: Age of Extinction,电影,主演,Stanley Tucci,演员,91314
Transformers: Age of Extinction,电影,主演,Kelsey Grammer,演员,91314
Transformers: Age of Extinction,电影,主演,Nicola Peltz,演员,91314
Transformers: Age of Extinction,电影,主演,Jack Reynor,演员,91314
Transformers: Age of Extinction,电影,属于类型,Science Fiction,类型,91314
Transformers: Age of Extinction,电影,属于类型,Action,类型,91314
Transformers: Age of Extinction,电影,属于类型,Adventure,类型,91314
Transformers: Age of Extinction,电影,描述关键词,Transformers,关键词,91314
Transformers: Age of Extinction,电影,描述关键词,Dark,关键词,91314
Transformers: Age of Extinction,电影,描述关键词,Moon,关键词,91314
Oz: The Great and Powerful,电影,执导,Sam Raimi,导演,68728
Oz: The Great and Powerful,电影,上映年份,2013年,年份,68728
Oz: The Great and Powerful,电影,制片国家,United States of America,国家,68728
Oz: The Great and Powerful,电影,评分,5.7分,评分值,68728
Oz: The Great and Powerful,电影,主演,James Franco,演员,68728
Oz: The Great and Powerful,电影,主演,Mila Kunis,演员,68728
Oz: The Great and Powerful,电影,主演,Rachel Weisz,演员,68728
Oz: The Great and Powerful,电影,主演,Michelle Williams,演员,68728
Oz: The Great and Powerful,电影,主演,Zach Braff,演员,68728
Oz: The Great and Powerful,电影,属于类型,Fantasy,类型,68728
Oz: The Great and Powerful,电影,属于类型,Adventure,类型,68728
Oz: The Great and Powerful,电影,属于类型,Family,类型,68728
Oz: The Great and Powerful,电影,描述关键词,Oscar,关键词,68728
Oz: The Great and Powerful,电影,描述关键词,Diggs,关键词,68728
Oz: The Great and Powerful,电影,描述关键词,Kansas,关键词,68728
The Amazing Spider-Man 2,电影,执导,Marc Webb,导演,102382
The Amazing Spider-Man 2,电影,上映年份,2014年,年份,102382
The Amazing Spider-Man 2,电影,制片国家,United States of America,国家,102382
The Amazing Spider-Man 2,电影,评分,6.5分,评分值,102382
The Amazing Spider-Man 2,电影,主演,Andrew Garfield,演员,102382
The Amazing Spider-Man 2,电影,主演,Emma Stone,演员,102382
The Amazing Spider-Man 2,电影,主演,Jamie Foxx,演员,102382
The Amazing Spider-Man 2,电影,主演,Dane DeHaan,演员,102382
The Amazing Spider-Man 2,电影,主演,Campbell Scott,演员,102382
The Amazing Spider-Man 2,电影,属于类型,Action,类型,102382
The Amazing Spider-Man 2,电影,属于类型,Adventure,类型,102382
The Amazing Spider-Man 2,电影,属于类型,Fantasy,类型,102382
The Amazing Spider-Man 2,电影,描述关键词,For,关键词,102382
The Amazing Spider-Man 2,电影,描述关键词,Peter,关键词,102382
The Amazing Spider-Man 2,电影,描述关键词,Parker,关键词,102382
TRON: Legacy,电影,执导,Joseph Kosinski,导演,20526
TRON: Legacy,电影,上映年份,2010年,年份,20526
TRON: Legacy,电影,制片国家,United States of America,国家,20526
TRON: Legacy,电影,评分,6.3分,评分值,20526
TRON: Legacy,电影,主演,Garrett Hedlund,演员,20526
TRON: Legacy,电影,主演,Jeff Bridges,演员,20526
TRON: Legacy,电影,主演,Olivia Wilde,演员,20526
TRON: Legacy,电影,主演,Bruce Boxleitner,演员,20526
TRON: Legacy,电影,主演,Yaya DaCosta,演员,20526
TRON: Legacy,电影,属于类型,Adventure,类型,20526
TRON: Legacy,电影,属于类型,Action,类型,20526
TRON: Legacy,电影,属于类型,Science Fiction,类型,20526
TRON: Legacy,电影,描述关键词,Sam,关键词,20526
TRON: Legacy,电影,描述关键词,Flynn,关键词,20526
TRON: Legacy,电影,描述关键词,Kevin,关键词,20526
Cars 2,电影,执导,John Lasseter,导演,49013
Cars 2,电影,上映年份,2011年,年份,49013
Cars 2,电影,制片国家,United States of America,国家,49013
Cars 2,电影,评分,5.8分,评分值,49013
Cars 2,电影,主演,Owen Wilson,演员,49013
Cars 2,电影,主演,Larry the Cable Guy,演员,49013
Cars 2,电影,主演,Michael Caine,演员,49013
Cars 2,电影,主演,Emily Mortimer,演员,49013
Cars 2,电影,主演,John Turturro,演员,49013
Cars 2,电影,属于类型,Animation,类型,49013
Cars 2,电影,属于类型,Family,类型,49013
Cars 2,电影,属于类型,Adventure,类型,49013
Cars 2,电影,属于类型,Comedy,类型,49013
Cars 2,电影,描述关键词,Star,关键词,49013
Cars 2,电影,描述关键词,Lightning,关键词,49013
Cars 2,电影,描述关键词,Queen,关键词,49013
Green Lantern,电影,执导,Martin Campbell,导演,44912
Green Lantern,电影,上映年份,2011年,年份,44912
Green Lantern,电影,制片国家,United States of America,国家,44912
Green Lantern,电影,评分,5.1分,评分值,44912
Green Lantern,电影,主演,Ryan Reynolds,演员,44912
Green Lantern,电影,主演,Blake Lively,演员,44912
Green Lantern,电影,主演,Peter Sarsgaard,演员,44912
Green Lantern,电影,主演,Tim Robbins,演员,44912
Green Lantern,电影,主演,Mark Strong,演员,44912
Green Lantern,电影,属于类型,Adventure,类型,44912
Green Lantern,电影,属于类型,Action,类型,44912
Green Lantern,电影,属于类型,Thriller,类型,44912
Green Lantern,电影,属于类型,Science Fiction,类型,44912
Green Lantern,电影,描述关键词,For,关键词,44912
Green Lantern,电影,描述关键词,Green,关键词,44912
Green Lantern,电影,描述关键词,Lantern,关键词,44912
Toy Story 3,电影,执导,Lee Unkrich,导演,10193
Toy Story 3,电影,上映年份,2010年,年份,10193
Toy Story 3,电影,制片国家,United States of America,国家,10193
Toy Story 3,电影,评分,7.6分,评分值,10193
Toy Story 3,电影,主演,Tom Hanks,演员,10193
Toy Story 3,电影,主演,Tim Allen,演员,10193
Toy Story 3,电影,主演,Ned Beatty,演员,10193
Toy Story 3,电影,主演,Joan Cusack,演员,10193
Toy Story 3,电影,主演,Michael Keaton,演员,10193
Toy Story 3,电影,属于类型,Animation,类型,10193
Toy Story 3,电影,属于类型,Family,类型,10193
Toy Story 3,电影,属于类型,Comedy,类型,10193
Toy Story 3,电影,描述关键词,Woody,关键词,10193
Toy Story 3,电影,描述关键词,Buzz,关键词,10193
Toy Story 3,电影,描述关键词,Andy,关键词,10193
Terminator Salvation,电影,执导,McG,导演,534
Terminator Salvation,电影,上映年份,2009年,年份,534
Terminator Salvation,电影,制片国家,Germany,国家,534
Terminator Salvation,电影,评分,5.9分,评分值,534
Terminator Salvation,电影,主演,Christian Bale,演员,534
Terminator Salvation,电影,主演,Sam Worthington,演员,534
Terminator Salvation,电影,主演,Anton Yelchin,演员,534
Terminator Salvation,电影,主演,Moon Bloodgood,演员,534
Terminator Salvation,电影,主演,Bryce Dallas Howard,演员,534
Terminator Salvation,电影,属于类型,Action,类型,534
Terminator Salvation,电影,属于类型,Science Fiction,类型,534
Terminator Salvation,电影,属于类型,Thriller,类型,534
Terminator Salvation,电影,描述关键词,John,关键词,534
Terminator Salvation,电影,描述关键词,Connor,关键词,534
Terminator Salvation,电影,描述关键词,Marcus,关键词,534
Furious 7,电影,执导,James Wan,导演,168259
Furious 7,电影,上映年份,2015年,年份,168259
Furious 7,电影,制片国家,Japan,国家,168259
Furious 7,电影,评分,7.3分,评分值,168259
Furious 7,电影,主演,Vin Diesel,演员,168259
Furious 7,电影,主演,Paul Walker,演员,168259
Furious 7,电影,主演,Dwayne Johnson,演员,168259
Furious 7,电影,主演,Michelle Rodriguez,演员,168259
Furious 7,电影,主演,Tyrese Gibson,演员,168259
Furious 7,电影,属于类型,Action,类型,168259
Furious 7,电影,描述关键词,Deckard,关键词,168259
Furious 7,电影,描述关键词,Shaw,关键词,168259
Furious 7,电影,描述关键词,Dominic,关键词,168259
World War Z,电影,执导,Marc Forster,导演,72190
World War Z,电影,上映年份,2013年,年份,72190
World War Z,电影,制片国家,United States of America,国家,72190
World War Z,电影,评分,6.7分,评分值,72190
World War Z,电影,主演,Brad Pitt,演员,72190
World War Z,电影,主演,Mireille Enos,演员,72190
World War Z,电影,主演,Abigail Hargrove,演员,72190
World War Z,电影,主演,Sterling Jerins,演员,72190
World War Z,电影,主演,James Badge Dale,演员,72190
World War Z,电影,属于类型,Action,类型,72190
World War Z,电影,属于类型,Drama,类型,72190
World War Z,电影,属于类型,Horror,类型,72190
World War Z,电影,属于类型,Science Fiction,类型,72190
World War Z,电影,属于类型,Thriller,类型,72190
World War Z,电影,描述关键词,Life,关键词,72190
World War Z,电影,描述关键词,United,关键词,72190
World War Z,电影,描述关键词,Nations,关键词,72190
X-Men: Days of Future Past,电影,执导,Bryan Singer,导演,127585
X-Men: Days of Future Past,电影,上映年份,2014年,年份,127585
X-Men: Days of Future Past,电影,制片国家,United Kingdom,国家,127585
X-Men: Days of Future Past,电影,评分,7.5分,评分值,127585
X-Men: Days of Future Past,电影,主演,Hugh Jackman,演员,127585
X-Men: Days of Future Past,电影,主演,James McAvoy,演员,127585
X-Men: Days of Future Past,电影,主演,Michael Fassbender,演员,127585
X-Men: Days of Future Past,电影,主演,Jennifer Lawrence,演员,127585
X-Men: Days of Future Past,电影,主演,Halle Berry,演员,127585
X-Men: Days of Future Past,电影,属于类型,Action,类型,127585
X-Men: Days of Future Past,电影,属于类型,Adventure,类型,127585
X-Men: Days of Future Past,电影,属于类型,Fantasy,类型,127585
X-Men: Days of Future Past,电影,属于类型,Science Fiction,类型,127585
X-Men: Days of Future Past,电影,描述关键词,Men,关键词,127585
Star Trek Into Darkness,电影,执导,J.J. Abrams,导演,54138
Star Trek Into Darkness,电影,上映年份,2013年,年份,54138
Star Trek Into Darkness,电影,制片国家,United States of America,国家,54138
Star Trek Into Darkness,电影,评分,7.4分,评分值,54138
Star Trek Into Darkness,电影,主演,Chris Pine,演员,54138
Star Trek Into Darkness,电影,主演,Zachary Quinto,演员,54138
Star Trek Into Darkness,电影,主演,Zoe Saldana,演员,54138
Star Trek Into Darkness,电影,主演,Karl Urban,演员,54138
Star Trek Into Darkness,电影,主演,Simon Pegg,演员,54138
Star Trek Into Darkness,电影,属于类型,Action,类型,54138
Star Trek Into Darkness,电影,属于类型,Adventure,类型,54138
Star Trek Into Darkness,电影,属于类型,Science Fiction,类型,54138
Star Trek Into Darkness,电影,描述关键词,Enterprise,关键词,54138
